0 0
1	1266
2,2	2087
3,4	3345
4,6	4001
5,8	4367
7	4504
8,2	4634
9,4	4759
10,599	4838
11,799	4860
13	4918
14,2	4852
15,4	4769
16,599	4626
17,799	4589
19	4434
20,2	4171
21,399	3719
22,601	2851
23,799	1690
25	921
26,2	650
27,4	473
28,599	324
29,799	229
31	166
32,2	139
33,4	84
34,599	56
35,8	46
37	47
38,2	38
39,4	42
40,6	45
41,802	40
42,999	46
44,2	51
45,4	43
46,6	48
47,8	61
49	64
50,2	55
51,399	52
52,6	72
53,801	70
55,001	49
56,201	63
57,4	58
58,6	56
59,8	78
61	81
62,2	90
63,4	95
64,6	119
65,8	129
66,999	155
68,2	149
69,4	175
70,6	198
71,8	177
73	208
74,201	196
75,4	219
76,6	224
77,8	233
79	215
80,199	243
81,399	241
82,6	264
83,8	244
85	220
87	236
88,2	231
89,4	232
90,601	249
91,8	242
92,999	218
94,2	216
95,401	235
96,6	266
97,801	242
99	238
100,2	245
101,4	235
102,6	235
103,801	248
105	229
106,2	252
107,399	244
108,6	239
109,799	243
110,999	224
112,2	229
113,4	237
114,599	245
115,8	229
117	237
118,2	231
119,4	202
120,599	239
121,801	236
123	223
124,2	230
125,4	255
126,6	299
127,8	411
128,999	476
130,2	500
131,4	409
132,6	303
133,8	303
135	247
136,2	253
137,399	239
138,6	240
139,8	236
141	235
142,201	294
143,4	317
144,6	479
145,799	796
147	1043
148,2	1028
149,4	722
150,6	424
151,8	322
153	283
154,2	258
155,4	220
156,6	210
157,8	190
159	206
160,2	191
161,401	204
162,6	200
163,801	178
165	187
166,2	157
167,4	182
168,599	184
169,799	171
170,999	182
172,2	163
173,4	160
174,6	160
175,8	157
176,999	153
178,2	132
179,401	156
180,601	162
181,8	157
183	153
184,199	141
185,401	167
186,6	136
187,8	157
188,999	143
190,2	130
191,4	142
192,6	144
193,8	138
194,999	128
196,2	105
197,399	127
198,6	123
199,801	140
201	140
202,2	115
203,399	112
204,6	107
205,799	121
206,999	109
208,2	138
209,399	102
210,6	110
211,8	102
213	109
214,199	114
215,4	98
216,6	110
217,8	118
219	106
220,2	96
221,4	111
222,6	98
223,799	83
225	101
226,199	92
227,4	91
228,6	90
229,8	98
231	106
232,2	93
233,4	103
234,599	97
235,8	106
237,001	101
238,2	95
239,399	90
240,599	105
241,8	105
243	109
244,2	95
245,4	110
246,6	106
247,799	95
249,001	115
250,2	101
251,4	103
252,6	92
253,8	93
254,999	88
256,2	114
257,4	92
258,6	96
259,8	102
261	88
262,2	107
263,4	91
264,6	95
265,8	83
267	99
268,2	117
269,4	120
270,6	162
271,8	166
272,999	153
274,2	126
275,401	85
276,6	105
277,799	93
279	111
280,2	99
281,4	77
282,6	86
283,8	111
285	92
286,2	88
287,4	85
288,6	96
289,8	87
291	89
292,2	103
293,4	88
294,6	93
295,8	79
297,2	92
298,4	91
299,6	105
300,8	128
302,001	217
303,2	284
304,4	392
305,6	341
306,8	217
308	144
309,2	78
310,399	99
311,6	69
312,8	87
314	94
315,2	64
316,4	76
317,6	87
318,8	86
320	71
321,2	56
322,399	83
323,599	70
324,8	73
326	77
327,199	71
328,4	90
329,6	70
330,8	54
332	82
333,2	56
334,4	64
335,6	51
336,799	63
338	64
339,2	52
340,399	81
341,6	76
342,8	48
344	55
345,199	63
346,4	63
347,6	65
348,8	70
350	61
351,199	53
352,4	61
353,6	66
354,8	62
355,999	72
357,2	69
358,4	66
359,599	51
360,799	59
362	61
363,201	59
364,399	61
365,601	55
366,799	50
367,999	54
369,2	59
370,399	59
371,6	52
372,8	47
373,999	57
375,2	58
376,4	51
377,6	53
378,8	52
380	60
381,2	50
382,4	65
383,599	60
384,799	51
386	58
387,2	38
388,4	46
389,6	39
390,8	49
392	42
393,2	57
394,4	44
395,599	50
396,8	65
397,999	48
399,2	49
400,4	60
401,599	48
402,8	59
404,001	52
405,2	50
406,4	47
407,599	41
408,8	58
410	57
411,199	69
412,4	76
413,6	54
414,8	54
416	47
417,2	46
418,4	53
419,6	59
420,799	35
422	69
423,2	40
424,399	42
425,6	42
426,8	37
428	50
429,2	34
430,4	52
431,6	36
432,8	47
434	43
435,199	52
436,4	38
437,6	44
438,799	29
440	35
441,2	49
442,399	50
443,6	58
444,8	44
446	38
447,199	40
448,4	42
449,599	44
450,799	38
452	45
453,199	47
454,4	51
455,6	34
456,8	45
458	49
459,2	41
460,399	52
461,599	70
462,8	85
464	97
465,2	111
466,4	87
467,6	75
468,799	63
470	43
471,2	34
472,4	37
473,599	41
474,8	44
475,999	35
477,199	40
478,399	45
479,6	49
480,8	34
482	38
483,2	37
484,4	34
485,6	33
486,8	38
487,999	33
489,2	32
490,4	41
491,6	29
492,8	40
493,999	42
495,199	45
496,4	34
497,6	40
498,799	36
500	30
501,201	34
502,399	39
503,6	28
504,8	40
506	37
507,199	33
508,4	27
509,6	35
510,8	30
512	25
513,2	38
514,401	33
515,6	32
516,8	36
517,999	32
519,2	31
520,399	30
521,6	32
522,8	37
524	35
525,199	39
526,401	31
527,6	34
528,799	34
530	31
531,2	39
532,4	31
533,6	27
534,8	36
536,001	31
537,2	34
538,399	32
539,6	34
540,8	32
542	25
543,2	31
544,4	34
545,599	30
546,799	25
548	25
549,199	35
550,4	32
551,599	26
552,8	31
554	31
555,2	27
556,4	35
557,6	22
558,799	34
560	33
561,2	29
562,4	36
563,6	23
564,8	38
566	31
567,201	30
568,4	20
569,6	20
570,8	17
572	31
573,199	28
574,399	25
575,6	19
576,799	26
578	33
579,2	44
580,399	30
581,599	21
582,799	24
583,999	26
585,2	23
586,4	33
587,599	24
588,799	25
590	31
591,2	31
592,399	26
593,6	37
594,801	32
